source_dataset,scenario_id,simulation_id,timestamp,node_id,original_attack_name,attack_type,is_malicious,position_x,position_y,speed,direction,acceleration,packet_sent,packet_received,packet_drop_ratio,latency,retransmission_count,signal_strength,trust_score,neighbor_trust_score_avg,historical_trust_score,false_packet_injection,blackhole_attack_attempts,sybil_attack_attempts,denial_of_service
VeReMi,LuST_urban_high,veremi_type1,25233.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,7.946,185.75,1.785,31,3,0.9032,8.5,6,-45.17,0.8672,0.7535,0.9264,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25235.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,5.81,185.75,-1.068,51,4,0.9216,7.0,8,-54.31,0.8241,0.7503,0.8672,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25237.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,5.252,185.75,-0.279,71,5,0.9296,10.3,7,-36.89,0.7932,0.7454,0.8241,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25239.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,2.597,185.75,-1.328,91,6,0.9341,4.4,6,-43.85,0.7712,0.7481,0.7932,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25240.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,1.642,185.75,-0.955,101,7,0.9307,8.1,7,-54.11,0.7561,0.7511,0.7712,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25242.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,0.432,185.75,-0.605,121,8,0.9339,15.0,8,-56.49,0.7452,0.7502,0.7561,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25244.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,0.0,180.0,-0.216,141,9,0.9362,9.8,7,-43.8,0.7374,0.7489,0.7452,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25246.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,0.448,185.75,0.224,161,10,0.9379,15.2,7,-45.45,0.7318,0.7506,0.7374,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25247.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,1.497,185.75,1.049,171,11,0.9357,3.1,6,-54.84,0.728,0.7506,0.7318,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25249.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,3.045,185.75,0.774,191,12,0.9372,4.4,8,-53.95,0.7253,0.7498,0.728,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25251.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,4.924,185.75,0.94,211,13,0.9384,1.0,6,-47.26,0.7232,0.7456,0.7253,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25253.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,3.619,190.73,-0.653,231,14,0.9394,3.7,6,-41.41,0.7217,0.7418,0.7232,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,4.606,272.04,0.493,251,15,0.9402,14.1,8,-38.23,0.7206,0.7376,0.7217,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25257.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,7.274,272.87,1.334,271,16,0.941,11.0,7,-46.28,0.7197,0.7339,0.7206,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25259.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,9.179,272.87,0.953,291,17,0.9416,7.8,8,-47.13,0.7191,0.728,0.7197,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25260.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,10.461,272.87,1.282,301,18,0.9402,14.0,6,-57.73,0.7187,0.7258,0.7191,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25263.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,12.471,274.38,0.67,331,19,0.9426,9.2,8,-34.76,0.7115,0.7239,0.7187,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,12.353,3.08,-0.059,351,20,0.943,3.8,6,-43.37,0.7132,0.7242,0.7115,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25267.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,12.389,2.93,0.018,371,21,0.9434,10.1,7,-54.64,0.7143,0.7269,0.7132,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25269.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,12.421,2.93,0.016,391,22,0.9437,1.8,6,-45.08,0.7151,0.7293,0.7143,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25271.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,12.44,2.93,0.01,411,23,0.944,3.8,7,-56.52,0.7156,0.7304,0.7151,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25276.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,12.154,4.35,-0.057,461,24,0.9479,8.4,6,-54.35,0.7156,0.7263,0.7156,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25278.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,11.645,5.11,-0.255,481,25,0.948,10.7,7,-47.98,0.7156,0.7296,0.7156,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25282.759,ve_veremi_type1_1705,Type 1 (Constant Position),false_data_injection,1,5560.0,5820.0,5.641,3.67,-1.501,521,26,0.9501,3.8,8,-57.11,0.7154,0.7314,0.7156,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25205.756,ve_veremi_type1_1207,Normal,normal,0,6112.66,6063.861,17.701,332.0,0.0,1,1,0.0,12.0,0,-52.68,1.0,0.8544,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25205.756,ve_veremi_type1_1207,Normal,normal,0,6112.66,6063.861,17.701,332.0,0.0,2,2,0.0,12.0,0,-55.83,1.0,0.8544,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.756,ve_veremi_type1_1207,Normal,normal,0,6129.565,6058.105,17.724,341.27,0.022,12,3,0.75,6.8,4,-49.65,0.9325,0.8347,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.756,ve_veremi_type1_1207,Normal,normal,0,6129.565,6058.105,17.724,341.27,0.0,13,4,0.6923,6.8,4,-51.29,0.8904,0.8351,0.9325,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.756,ve_veremi_type1_1207,Normal,normal,0,6129.565,6058.105,17.724,341.27,0.0,14,5,0.6429,6.8,4,-48.92,0.8655,0.8353,0.8904,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.756,ve_veremi_type1_1207,Normal,normal,0,6129.565,6058.105,17.724,341.27,0.0,15,6,0.6,6.8,4,-52.09,0.8518,0.8354,0.8655,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.756,ve_veremi_type1_1207,Normal,normal,0,6129.565,6058.105,17.724,341.27,0.0,16,7,0.5625,6.8,3,-54.98,0.8456,0.8354,0.8518,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.06,26,8,0.6923,4.8,6,-50.65,0.8296,0.8233,0.8456,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.0,27,9,0.6667,4.8,6,-49.18,0.8208,0.8233,0.8296,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.0,28,10,0.6429,4.8,6,-46.37,0.8167,0.8234,0.8208,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.0,29,11,0.6207,4.8,6,-50.72,0.8158,0.8234,0.8167,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.0,30,12,0.6,4.8,6,-57.37,0.8171,0.8234,0.8158,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.0,31,13,0.5806,4.8,5,-55.11,0.8197,0.8233,0.8171,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.756,ve_veremi_type1_1207,Normal,normal,0,6146.47,6052.374,17.784,341.27,0.0,32,14,0.5625,4.8,5,-55.25,0.8232,0.8233,0.8197,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25208.756,ve_veremi_type1_1207,Normal,normal,0,6163.354,6046.651,17.724,341.27,-0.06,42,15,0.6429,2.1,4,-56.57,0.8184,0.8155,0.8232,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25208.756,ve_veremi_type1_1207,Normal,normal,0,6163.354,6046.651,17.724,341.27,0.0,43,16,0.6279,2.1,4,-55.44,0.8163,0.8155,0.8184,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25208.756,ve_veremi_type1_1207,Normal,normal,0,6163.354,6046.651,17.724,341.27,0.0,44,17,0.6136,2.1,4,-51.78,0.8162,0.8155,0.8163,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25209.756,ve_veremi_type1_1207,Normal,normal,0,6180.254,6040.922,17.696,341.27,-0.027,54,18,0.6667,5.7,4,-48.65,0.8113,0.8123,0.8162,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25211.756,ve_veremi_type1_1207,Normal,normal,0,6213.959,6029.202,17.751,339.95,0.027,74,19,0.7432,14.0,5,-57.42,0.801,0.8018,0.8113,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25211.756,ve_veremi_type1_1207,Normal,normal,0,6213.959,6029.202,17.751,339.95,0.0,75,20,0.7333,14.0,5,-49.93,0.7947,0.8019,0.801,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25212.756,ve_veremi_type1_1207,Normal,normal,0,6230.825,6023.395,17.736,340.99,-0.015,85,21,0.7529,2.9,5,-47.03,0.7885,0.803,0.7947,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25212.756,ve_veremi_type1_1207,Normal,normal,0,6230.825,6023.395,17.736,340.99,0.0,86,22,0.7442,2.9,4,-53.26,0.785,0.803,0.7885,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25213.756,ve_veremi_type1_1207,Normal,normal,0,6247.028,6018.476,15.467,345.28,-2.269,96,23,0.7604,10.7,6,-53.93,0.7811,0.7948,0.785,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25214.756,ve_veremi_type1_1207,Normal,normal,0,6260.152,6015.028,11.96,345.28,-3.507,106,24,0.7736,9.9,6,-50.61,0.7771,0.7933,0.7811,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25215.756,ve_veremi_type1_1207,Normal,normal,0,6270.021,6012.436,8.705,345.28,-3.255,116,25,0.7845,14.6,7,-40.41,0.7734,0.7895,0.7771,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25216.756,ve_veremi_type1_1207,Normal,normal,0,6276.926,6010.623,5.859,345.28,-2.846,126,26,0.7937,3.1,7,-36.73,0.7699,0.7897,0.7734,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25217.756,ve_veremi_type1_1207,Normal,normal,0,6281.316,6009.469,3.448,345.28,-2.411,136,27,0.8015,6.8,6,-43.05,0.7668,0.7897,0.7699,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25218.756,ve_veremi_type1_1207,Normal,normal,0,6283.804,6008.816,1.993,345.28,-1.455,146,28,0.8082,14.1,5,-42.28,0.764,0.7909,0.7668,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25219.756,ve_veremi_type1_1207,Normal,normal,0,6285.611,6008.341,2.085,345.28,0.092,156,29,0.8141,15.0,7,-35.9,0.7616,0.7895,0.764,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25220.756,ve_veremi_type1_1207,Normal,normal,0,6287.736,6007.783,1.957,345.28,-0.127,166,30,0.8193,9.3,7,-30.0,0.7526,0.7888,0.7616,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25221.756,ve_veremi_type1_1207,Normal,normal,0,6289.361,6007.356,1.403,345.28,-0.554,176,31,0.8239,9.3,7,-30.92,0.7459,0.7818,0.7526,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25222.756,ve_veremi_type1_1207,Normal,normal,0,6290.413,6007.08,0.857,345.28,-0.546,186,32,0.828,14.2,6,-34.28,0.7409,0.7744,0.7459,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25223.756,ve_veremi_type1_1207,Normal,normal,0,6291.052,6006.912,0.479,345.28,-0.378,196,33,0.8316,13.9,7,-43.4,0.7438,0.7703,0.7409,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25224.756,ve_veremi_type1_1207,Normal,normal,0,6292.087,6006.64,1.815,345.28,1.336,206,34,0.835,15.0,7,-44.99,0.7455,0.7672,0.7438,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25225.756,ve_veremi_type1_1207,Normal,normal,0,6295.007,6005.873,4.069,345.28,2.254,216,35,0.838,11.2,6,-50.37,0.7464,0.7626,0.7455,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25226.756,ve_veremi_type1_1207,Normal,normal,0,6300.381,6004.364,6.357,344.24,2.288,226,36,0.8407,8.6,6,-48.58,0.7468,0.7593,0.7464,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25227.756,ve_veremi_type1_1207,Normal,normal,0,6307.901,6001.896,8.314,340.98,1.957,236,37,0.8432,12.1,7,-40.85,0.7469,0.7605,0.7468,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25227.756,ve_veremi_type1_1207,Normal,normal,0,6307.901,6001.896,8.314,340.98,0.0,237,38,0.8397,12.1,7,-57.23,0.7473,0.7605,0.7469,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25228.756,ve_veremi_type1_1207,Normal,normal,0,6316.022,5996.621,10.343,318.71,2.028,247,39,0.8421,6.6,7,-38.69,0.7473,0.762,0.7473,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25229.756,ve_veremi_type1_1207,Normal,normal,0,6321.004,5985.714,12.456,276.94,2.113,257,40,0.8444,10.3,7,-40.4,0.7471,0.764,0.7473,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25229.756,ve_veremi_type1_1207,Normal,normal,0,6321.004,5985.714,12.456,276.94,0.0,258,41,0.8411,10.3,7,-56.63,0.7473,0.764,0.7471,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25230.756,ve_veremi_type1_1207,Normal,normal,0,6322.627,5972.348,14.409,276.92,1.954,268,42,0.8433,15.2,7,-46.24,0.7472,0.763,0.7473,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25231.756,ve_veremi_type1_1207,Normal,normal,0,6324.428,5957.736,14.832,277.25,0.423,278,43,0.8453,0.6,5,-48.07,0.747,0.7632,0.7472,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25231.756,ve_veremi_type1_1207,Normal,normal,0,6324.428,5957.736,14.832,277.25,0.0,279,44,0.8423,0.6,5,-53.04,0.7471,0.7632,0.747,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25231.756,ve_veremi_type1_1207,Normal,normal,0,6324.428,5957.736,14.832,277.25,0.0,280,45,0.8393,0.6,5,-55.96,0.7474,0.7632,0.7471,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25232.395,ve_veremi_type1_1735,Normal,normal,0,6115.231,5820.605,0.503,185.75,0.0,1,1,0.0,14.9,2,-40.87,1.0,0.751,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25234.395,ve_veremi_type1_1735,Normal,normal,0,6111.166,5820.196,2.045,185.75,0.771,21,2,0.9048,10.9,7,-49.86,0.9186,0.7517,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25236.395,ve_veremi_type1_1735,Normal,normal,0,6108.582,5819.935,0.811,185.75,-0.617,41,3,0.9268,14.9,7,-45.59,0.8596,0.7542,0.9186,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25238.395,ve_veremi_type1_1735,Normal,normal,0,6107.754,5819.852,0.0,185.75,-0.406,61,4,0.9344,14.6,8,-35.85,0.8176,0.7499,0.8596,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25240.395,ve_veremi_type1_1735,Normal,normal,0,6107.754,5819.852,0.0,185.75,-0.0,81,5,0.9383,11.0,7,-38.85,0.7879,0.74,0.8176,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25242.395,ve_veremi_type1_1735,Normal,normal,0,6107.754,5819.852,0.0,185.75,0.0,101,6,0.9406,15.3,7,-37.06,0.7669,0.7424,0.7879,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25244.395,ve_veremi_type1_1735,Normal,normal,0,6107.754,5819.852,0.0,185.75,-0.0,121,7,0.9421,2.0,7,-50.11,0.752,0.746,0.7669,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25246.395,ve_veremi_type1_1735,Normal,normal,0,6106.873,5819.763,1.528,185.75,0.764,141,8,0.9433,14.0,8,-33.72,0.7348,0.7496,0.752,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25248.395,ve_veremi_type1_1735,Normal,normal,0,6100.116,5819.052,4.826,186.1,1.649,161,9,0.9441,8.5,7,-43.41,0.7294,0.7589,0.7348,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25250.395,ve_veremi_type1_1735,Normal,normal,0,6094.323,5811.905,4.916,236.71,0.045,181,10,0.9448,1.2,8,-36.35,0.7255,0.7619,0.7294,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25252.395,ve_veremi_type1_1735,Normal,normal,0,6095.033,5797.737,8.913,272.87,1.999,201,11,0.9453,7.2,6,-49.86,0.7228,0.7582,0.7255,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.395,ve_veremi_type1_1735,Normal,normal,0,6096.116,5776.128,11.324,272.87,1.205,221,12,0.9457,11.1,6,-42.09,0.7208,0.765,0.7228,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25256.395,ve_veremi_type1_1735,Normal,normal,0,6097.057,5757.354,8.479,272.87,-1.422,241,13,0.9461,6.6,7,-46.13,0.7194,0.7469,0.7208,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25258.395,ve_veremi_type1_1735,Normal,normal,0,6097.783,5742.859,7.888,272.87,-0.296,261,14,0.9464,12.4,8,-54.37,0.7184,0.7284,0.7194,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25260.395,ve_veremi_type1_1735,Normal,normal,0,6097.82,5723.141,11.673,269.33,1.892,281,15,0.9466,7.6,7,-41.57,0.7177,0.7195,0.7184,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25262.395,ve_veremi_type1_1735,Normal,normal,0,6099.711,5695.394,15.485,266.08,1.906,301,16,0.9468,14.8,7,-56.84,0.7172,0.7171,0.7177,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.395,ve_veremi_type1_1735,Normal,normal,0,6096.418,5647.378,13.777,266.08,-0.569,331,17,0.9486,8.2,8,-53.96,0.7166,0.7186,0.7172,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25268.395,ve_veremi_type1_1735,Normal,normal,0,6090.958,5620.316,5.258,250.87,-2.839,361,18,0.9501,8.8,6,-37.84,0.7161,0.7212,0.7166,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25270.395,ve_veremi_type1_1735,Normal,normal,0,6088.495,5614.648,1.496,245.51,-1.881,381,19,0.9501,12.0,6,-44.0,0.7158,0.7244,0.7161,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25272.395,ve_veremi_type1_1735,Normal,normal,0,6087.844,5613.342,0.448,243.52,-0.524,401,20,0.9501,5.0,6,-56.82,0.7155,0.7258,0.7158,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25274.395,ve_veremi_type1_1735,Normal,normal,0,6087.781,5613.215,0.0,243.52,-0.224,421,21,0.9501,5.9,8,-51.2,0.7154,0.726,0.7155,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25276.395,ve_veremi_type1_1735,Normal,normal,0,6087.781,5613.215,0.0,243.52,-0.0,441,22,0.9501,10.4,6,-57.57,0.7152,0.7347,0.7154,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25278.395,ve_veremi_type1_1735,Normal,normal,0,6087.781,5613.215,0.0,243.52,0.0,461,23,0.9501,14.5,8,-57.01,0.7152,0.734,0.7152,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25280.395,ve_veremi_type1_1735,Normal,normal,0,6087.75,5613.153,0.434,243.52,0.217,481,24,0.9501,12.3,6,-50.88,0.7151,0.7319,0.7152,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25282.395,ve_veremi_type1_1735,Normal,normal,0,6086.078,5609.796,3.54,243.52,1.553,501,25,0.9501,11.4,7,-55.1,0.7151,0.7391,0.7151,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25285.395,ve_veremi_type1_1735,Normal,normal,0,6094.538,5595.511,9.127,321.38,1.862,531,26,0.951,12.4,8,-30.44,0.7082,0.7321,0.7151,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25201.438,ve_veremi_type1_481,Normal,normal,0,6279.992,6009.817,5.808,345.28,0.0,1,1,0.0,0.9,1,-58.17,1.0,0.9026,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25202.438,ve_veremi_type1_481,Normal,normal,0,6284.654,6008.593,4.008,345.28,-1.8,11,2,0.8182,4.8,5,-38.44,0.9264,0.8928,1.0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25203.438,ve_veremi_type1_481,Normal,normal,0,6287.81,6007.764,2.56,345.28,-1.448,21,3,0.8571,3.3,7,-37.16,0.8713,0.8811,0.9264,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25204.438,ve_veremi_type1_481,Normal,normal,0,6289.716,6007.263,1.505,345.28,-1.056,31,4,0.871,3.4,7,-49.58,0.8315,0.8773,0.8713,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25204.438,ve_veremi_type1_481,Normal,normal,0,6289.716,6007.263,1.505,345.28,0.0,32,5,0.8438,3.4,7,-35.93,0.8061,0.8776,0.8315,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25205.438,ve_veremi_type1_481,Normal,normal,0,6290.766,6006.987,0.737,345.28,-0.768,42,6,0.8571,7.3,7,-39.79,0.7872,0.87,0.8061,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.438,ve_veremi_type1_481,Normal,normal,0,6291.252,6006.86,0.449,345.28,-0.288,52,7,0.8654,8.4,5,-32.13,0.7664,0.8465,0.7872,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25206.438,ve_veremi_type1_481,Normal,normal,0,6291.252,6006.86,0.449,345.28,0.0,53,8,0.8491,8.4,5,-40.82,0.76,0.8466,0.7664,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25207.438,ve_veremi_type1_481,Normal,normal,0,6291.45,6006.808,0.0,345.28,-0.449,63,9,0.8571,8.9,6,-37.9,0.7549,0.8312,0.76,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25208.438,ve_veremi_type1_481,Normal,normal,0,6291.45,6006.808,0.0,0.0,-0.0,73,10,0.863,9.9,5,-38.09,0.7508,0.8221,0.7549,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25208.438,ve_veremi_type1_481,Normal,normal,0,6291.45,6006.808,0.0,0.0,0.0,74,11,0.8514,9.9,5,-38.96,0.7489,0.8221,0.7508,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25208.438,ve_veremi_type1_481,Normal,normal,0,6291.45,6006.808,0.0,0.0,0.0,75,12,0.84,9.9,5,-55.05,0.7486,0.8221,0.7489,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25209.438,ve_veremi_type1_481,Normal,normal,0,6291.45,6006.808,0.0,0.0,0.0,85,13,0.8471,15.1,5,-42.01,0.7478,0.8139,0.7486,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25209.438,ve_veremi_type1_481,Normal,normal,0,6291.45,6006.808,0.0,0.0,0.0,86,14,0.8372,15.1,5,-51.47,0.7481,0.8139,0.7478,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25210.438,ve_veremi_type1_481,Normal,normal,0,6291.476,6006.801,0.268,345.28,0.268,96,15,0.8438,2.9,5,-43.77,0.7477,0.8104,0.7481,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25211.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,-0.268,106,16,0.8491,11.0,7,-45.92,0.747,0.8095,0.7477,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25211.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,107,17,0.8411,11.0,7,-50.76,0.7472,0.8095,0.747,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25212.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,117,18,0.8462,15.2,5,-44.17,0.7469,0.809,0.7472,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25212.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,118,19,0.839,15.2,5,-40.12,0.7473,0.8089,0.7469,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25213.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,128,20,0.8438,12.9,7,-47.64,0.7472,0.8022,0.7473,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25214.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,138,21,0.8478,3.9,6,-37.43,0.7467,0.796,0.7472,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25215.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,148,22,0.8514,6.0,7,-30.63,0.7393,0.7921,0.7467,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25216.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,158,23,0.8544,10.0,7,-41.36,0.7406,0.7904,0.7393,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25217.438,ve_veremi_type1_481,Normal,normal,0,6291.477,6006.801,0.0,0.0,0.0,168,24,0.8571,5.2,5,-48.75,0.7413,0.7896,0.7406,0,0,0,0
