source_dataset,scenario_id,simulation_id,timestamp,node_id,original_attack_name,attack_type,position_x,position_y,speed,direction,acceleration,packet_sent,packet_received,packet_drop_ratio,latency,retransmission_count,signal_strength,trust_score,neighbor_trust_score_avg,historical_trust_score,is_malicious,false_packet_injection,blackhole_attack_attempts,sybil_attack_attempts,denial_of_service
VeReMi,LuST_urban_high,veremi_type1,25260.95,ve_veremi_type1_1969,Normal,normal,6287.347,6007.885,6.367,345.28,-1.803,136,25,0.8162,1.8,6,-36.37,0.7638,0.7918,0.7675,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25260.95,ve_veremi_type1_1969,Normal,normal,6287.347,6007.885,6.367,345.28,0.0,137,26,0.8102,1.8,6,-35.68,0.7617,0.7918,0.7638,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25261.95,ve_veremi_type1_1969,Normal,normal,6292.219,6006.606,3.929,345.28,-2.438,147,27,0.8163,15.1,7,-34.12,0.753,0.7924,0.7617,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25261.95,ve_veremi_type1_1969,Normal,normal,6292.219,6006.606,3.929,345.28,0.0,148,28,0.8108,15.1,7,-56.34,0.7541,0.7924,0.753,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25262.95,ve_veremi_type1_1969,Normal,normal,6296.162,6005.57,5.081,345.28,1.151,158,29,0.8165,5.9,6,-37.43,0.7544,0.7927,0.7541,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25262.95,ve_veremi_type1_1969,Normal,normal,6296.162,6005.57,5.081,345.28,0.0,159,30,0.8113,5.9,6,-46.61,0.7551,0.7927,0.7544,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25263.95,ve_veremi_type1_1969,Normal,normal,6302.547,6003.725,7.206,343.55,2.125,169,31,0.8166,11.6,6,-34.71,0.7483,0.7932,0.7551,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25263.95,ve_veremi_type1_1969,Normal,normal,6302.547,6003.725,7.206,343.55,0.0,170,32,0.8118,11.6,6,-38.95,0.7508,0.7932,0.7483,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25264.95,ve_veremi_type1_1969,Normal,normal,6310.845,6000.721,9.238,338.25,2.032,180,33,0.8167,2.4,6,-30.0,0.7453,0.7943,0.7508,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25264.95,ve_veremi_type1_1969,Normal,normal,6310.845,6000.721,9.238,338.25,0.0,181,34,0.8122,2.4,6,-43.27,0.7486,0.7943,0.7453,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.95,ve_veremi_type1_1969,Normal,normal,6320.087,5993.251,11.124,316.98,1.886,191,35,0.8168,6.2,5,-34.42,0.7438,0.7943,0.7486,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.95,ve_veremi_type1_1969,Normal,normal,6320.087,5993.251,11.124,316.98,0.0,192,36,0.8125,6.2,5,-36.96,0.7475,0.7943,0.7438,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.95,ve_veremi_type1_1969,Normal,normal,6320.087,5993.251,11.124,316.98,0.0,193,37,0.8083,6.2,5,-56.65,0.7505,0.7943,0.7475,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.95,ve_veremi_type1_1969,Normal,normal,6320.087,5993.251,11.124,316.98,0.0,194,38,0.8041,6.2,5,-49.66,0.753,0.7943,0.7505,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.95,ve_veremi_type1_1969,Normal,normal,6321.55,5981.228,13.006,276.94,1.883,204,39,0.8088,7.6,5,-42.73,0.7543,0.792,0.753,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.95,ve_veremi_type1_1969,Normal,normal,6321.55,5981.228,13.006,276.94,0.0,205,40,0.8049,7.6,5,-38.1,0.7556,0.792,0.7543,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.95,ve_veremi_type1_1969,Normal,normal,6321.55,5981.228,13.006,276.94,0.0,206,41,0.801,7.6,5,-56.15,0.7568,0.792,0.7556,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.95,ve_veremi_type1_1969,Normal,normal,6321.55,5981.228,13.006,276.94,0.0,207,42,0.7971,7.6,5,-57.65,0.758,0.792,0.7568,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25267.95,ve_veremi_type1_1969,Normal,normal,6323.224,5967.419,14.3,276.92,1.294,217,43,0.8018,6.1,7,-33.27,0.7517,0.7903,0.758,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25267.95,ve_veremi_type1_1969,Normal,normal,6323.224,5967.419,14.3,276.92,0.0,218,44,0.7982,6.1,7,-53.89,0.7544,0.7903,0.7517,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25267.95,ve_veremi_type1_1969,Normal,normal,6323.224,5967.419,14.3,276.92,0.0,219,45,0.7945,6.1,7,-56.04,0.7565,0.7903,0.7544,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25236.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,3.248,141.38,0.0,1,1,0.0,15.3,2,-55.1,1.0,0.7604,1.0,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25241.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,141.38,-0.65,51,2,0.9608,6.8,7,-40.26,0.9135,0.7605,1.0,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25246.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.603,141.38,0.121,101,3,0.9703,9.3,6,-46.31,0.8521,0.7605,0.9135,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25248.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,4.079,141.38,1.738,121,4,0.9669,3.2,6,-48.89,0.8095,0.7605,0.8521,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25249.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,6.049,141.38,1.97,131,5,0.9618,3.5,7,-48.74,0.7801,0.7605,0.8095,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25250.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,8.225,141.38,2.176,141,6,0.9574,14.2,7,-57.61,0.7599,0.7605,0.7801,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25251.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,10.183,236.32,1.958,151,7,0.9536,7.5,8,-49.47,0.7461,0.7605,0.7599,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25251.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,10.183,236.32,0.0,152,8,0.9474,7.5,8,-51.3,0.737,0.7605,0.7461,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25252.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.143,247.17,1.96,162,9,0.9444,2.4,7,-48.98,0.7309,0.7605,0.737,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25253.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.626,247.15,0.482,172,10,0.9419,13.8,7,-54.98,0.7269,0.7605,0.7309,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.638,247.23,0.013,182,11,0.9396,2.7,8,-51.3,0.7242,0.7605,0.7269,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.564,247.17,-0.075,192,12,0.9375,5.3,8,-52.69,0.7226,0.7605,0.7242,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25256.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.556,247.17,-0.008,202,13,0.9356,9.6,6,-52.13,0.7216,0.7605,0.7226,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25257.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.645,247.17,0.089,212,14,0.934,4.9,6,-51.49,0.7211,0.7605,0.7216,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25259.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.582,247.19,-0.032,232,15,0.9353,10.8,6,-44.61,0.7206,0.7605,0.7211,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25260.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.6,247.17,0.018,242,16,0.9339,5.3,7,-56.12,0.7203,0.7605,0.7206,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25263.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,7.129,247.17,-1.824,272,17,0.9375,1.0,7,-58.92,0.7199,0.7605,0.7203,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25264.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,4.781,247.17,-2.347,282,18,0.9362,5.1,8,-52.11,0.7197,0.7605,0.7199,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,1.399,247.17,-1.691,302,19,0.9371,1.1,7,-47.6,0.7194,0.7605,0.7197,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25268.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.432,247.17,-0.483,322,20,0.9379,3.6,6,-54.67,0.7192,0.7605,0.7194,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25270.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,-0.216,342,21,0.9386,10.9,8,-58.41,0.719,0.7605,0.7192,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25271.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,-0.0,352,22,0.9375,13.2,6,-47.42,0.7189,0.7605,0.719,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25272.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,-0.0,362,23,0.9365,11.7,6,-58.12,0.7189,0.7605,0.7189,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25274.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,0.0,382,24,0.9372,1.2,6,-55.42,0.7189,0.7605,0.7189,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25275.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,-0.0,392,25,0.9362,4.6,7,-47.62,0.719,0.7605,0.7189,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25276.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,0.0,402,26,0.9353,2.9,8,-54.77,0.7191,0.7605,0.719,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25278.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.0,247.17,0.0,422,27,0.936,9.6,6,-55.4,0.7191,0.7605,0.7191,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25280.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,0.878,247.17,0.439,442,28,0.9367,2.6,7,-53.13,0.7191,0.7605,0.7191,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25282.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,4.662,247.17,1.892,462,29,0.9372,3.8,8,-57.16,0.719,0.7605,0.7191,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25284.977,ve_veremi_type1_1759,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,8.383,303.57,1.861,482,30,0.9378,8.6,6,-55.92,0.7189,0.7605,0.719,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25253.069,ve_veremi_type1_2071,Normal,normal,6321.891,5915.317,13.886,104.25,0.0,1,1,0.0,2.6,1,-50.76,1.0,0.7787,1.0,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25253.069,ve_veremi_type1_2071,Normal,normal,6321.891,5915.317,13.886,104.25,0.0,2,2,0.0,2.6,1,-56.06,1.0,0.7787,1.0,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25253.069,ve_veremi_type1_2071,Normal,normal,6321.891,5915.317,13.886,104.25,0.0,3,3,0.0,2.6,1,-51.36,1.0,0.7787,1.0,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.069,ve_veremi_type1_2071,Normal,normal,6319.074,5928.776,13.944,99.54,0.058,13,4,0.6923,15.4,5,-51.67,0.9377,0.7791,1.0,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.069,ve_veremi_type1_2071,Normal,normal,6319.074,5928.776,13.944,99.54,0.0,14,5,0.6429,15.4,5,-53.86,0.8985,0.7791,0.9377,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.069,ve_veremi_type1_2071,Normal,normal,6319.074,5928.776,13.944,99.54,0.0,15,6,0.6,15.4,5,-50.09,0.875,0.7791,0.8985,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.069,ve_veremi_type1_2071,Normal,normal,6319.074,5928.776,13.944,99.54,0.0,16,7,0.5625,15.4,4,-53.88,0.8619,0.7791,0.875,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.069,ve_veremi_type1_2071,Normal,normal,6316.862,5942.5,13.925,99.16,-0.02,26,8,0.6923,3.7,5,-43.23,0.841,0.7792,0.8619,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.069,ve_veremi_type1_2071,Normal,normal,6316.862,5942.5,13.925,99.16,0.0,27,9,0.6667,3.7,5,-57.52,0.8287,0.7792,0.841,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.069,ve_veremi_type1_2071,Normal,normal,6316.862,5942.5,13.925,99.16,0.0,28,10,0.6429,3.7,5,-57.84,0.8222,0.7792,0.8287,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25256.069,ve_veremi_type1_2071,Normal,normal,6314.65,5956.223,13.89,99.16,-0.034,38,11,0.7105,10.8,4,-38.23,0.8116,0.7849,0.8222,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25256.069,ve_veremi_type1_2071,Normal,normal,6314.65,5956.223,13.89,99.16,0.0,39,12,0.6923,10.8,4,-52.7,0.8058,0.7849,0.8116,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25257.069,ve_veremi_type1_2071,Normal,normal,6313.044,5969.146,11.725,96.93,-2.165,49,13,0.7347,5.4,5,-53.11,0.798,0.7889,0.8058,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25258.069,ve_veremi_type1_2071,Normal,normal,6311.855,5978.923,8.551,96.93,-3.174,59,14,0.7627,8.3,6,-39.0,0.7899,0.7902,0.798,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25259.069,ve_veremi_type1_2071,Normal,normal,6311.029,5985.712,5.624,96.94,-2.927,69,15,0.7826,9.0,6,-47.34,0.7825,0.7913,0.7899,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25260.069,ve_veremi_type1_2071,Normal,normal,6310.507,5990.001,3.4,96.94,-2.224,79,16,0.7975,9.3,5,-53.34,0.776,0.7916,0.7825,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25261.069,ve_veremi_type1_2071,Normal,normal,6310.221,5992.351,1.677,96.94,-1.723,89,17,0.809,12.7,7,-41.15,0.7704,0.7922,0.776,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25262.069,ve_veremi_type1_2071,Normal,normal,6310.085,5993.47,0.74,96.94,-0.937,99,18,0.8182,13.3,7,-35.28,0.7656,0.7923,0.7704,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25263.069,ve_veremi_type1_2071,Normal,normal,6310.025,5993.957,0.435,96.94,-0.305,109,19,0.8257,1.7,6,-36.84,0.7616,0.7924,0.7656,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25264.069,ve_veremi_type1_2071,Normal,normal,6310.001,5994.16,0.0,96.94,-0.435,119,20,0.8319,12.7,6,-47.65,0.7583,0.7924,0.7616,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.069,ve_veremi_type1_2071,Normal,normal,6310.001,5994.16,0.0,96.94,-0.0,129,21,0.8372,6.0,6,-47.83,0.7554,0.7924,0.7583,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.069,ve_veremi_type1_2071,Normal,normal,6310.001,5994.16,0.0,96.94,-0.0,139,22,0.8417,13.7,6,-47.53,0.7531,0.7924,0.7554,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25266.069,ve_veremi_type1_2071,Normal,normal,6310.001,5994.16,0.0,96.94,0.0,140,23,0.8357,13.7,6,-53.87,0.7519,0.7924,0.7531,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25267.069,ve_veremi_type1_2071,Normal,normal,6310.001,5994.16,0.0,96.94,0.0,150,24,0.84,10.0,5,-47.23,0.7507,0.7924,0.7519,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25268.069,ve_veremi_type1_2071,Normal,normal,6309.99,5994.246,0.576,96.94,0.576,160,25,0.8438,7.9,7,-38.0,0.7496,0.7924,0.7507,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25268.069,ve_veremi_type1_2071,Normal,normal,6309.99,5994.246,0.576,96.94,0.0,161,26,0.8385,7.9,7,-49.17,0.7492,0.7924,0.7496,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25269.069,ve_veremi_type1_2071,Normal,normal,6309.763,5996.232,2.955,96.76,2.38,171,27,0.8421,3.3,6,-35.91,0.7487,0.793,0.7492,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25269.069,ve_veremi_type1_2071,Normal,normal,6309.763,5996.232,2.955,96.76,0.0,172,28,0.8372,3.3,6,-49.66,0.7487,0.793,0.7487,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25270.069,ve_veremi_type1_2071,Normal,normal,6309.389,5999.682,4.489,96.18,1.534,182,29,0.8407,4.9,6,-43.84,0.7484,0.7938,0.7487,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25270.069,ve_veremi_type1_2071,Normal,normal,6309.389,5999.682,4.489,96.18,0.0,183,30,0.8361,4.9,6,-52.2,0.7487,0.7938,0.7484,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25271.069,ve_veremi_type1_2071,Normal,normal,6308.793,6005.188,6.568,96.18,2.079,193,31,0.8394,1.9,7,-37.16,0.7485,0.7948,0.7487,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25271.069,ve_veremi_type1_2071,Normal,normal,6308.793,6005.188,6.568,96.18,0.0,194,32,0.8351,1.9,7,-57.66,0.7488,0.7948,0.7485,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25272.069,ve_veremi_type1_2071,Normal,normal,6308.011,6012.426,6.867,96.15,0.299,204,33,0.8382,7.7,6,-36.02,0.7487,0.7961,0.7488,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25272.069,ve_veremi_type1_2071,Normal,normal,6308.011,6012.426,6.867,96.15,0.0,205,34,0.8341,7.7,6,-55.57,0.749,0.7961,0.7487,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25273.069,ve_veremi_type1_2071,Normal,normal,6307.45,6017.859,4.286,95.89,-2.581,215,35,0.8372,5.3,5,-35.27,0.749,0.7991,0.749,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25274.069,ve_veremi_type1_2071,Normal,normal,6307.123,6021.027,2.35,95.89,-1.936,225,36,0.84,5.5,6,-38.54,0.7487,0.7996,0.749,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25275.069,ve_veremi_type1_2071,Normal,normal,6306.957,6022.642,1.119,95.89,-1.231,235,37,0.8426,4.5,6,-44.1,0.7482,0.7999,0.7487,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25276.069,ve_veremi_type1_2071,Normal,normal,6306.885,6023.337,0.441,95.89,-0.678,245,38,0.8449,14.0,7,-43.26,0.7477,0.8012,0.7482,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25277.069,ve_veremi_type1_2071,Normal,normal,6306.843,6023.744,0.15,95.89,-0.29,255,39,0.8471,10.2,6,-39.21,0.7472,0.8009,0.7477,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25278.069,ve_veremi_type1_2071,Normal,normal,6306.843,6023.744,0.0,180.0,-0.15,265,40,0.8491,13.6,5,-40.98,0.7466,0.8009,0.7472,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25279.069,ve_veremi_type1_2071,Normal,normal,6306.843,6023.744,0.0,180.0,0.0,275,41,0.8509,8.8,6,-41.03,0.746,0.8009,0.7466,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25280.069,ve_veremi_type1_2071,Normal,normal,6306.843,6023.744,0.0,180.0,0.0,285,42,0.8526,13.1,5,-40.9,0.7455,0.8009,0.746,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25281.069,ve_veremi_type1_2071,Normal,normal,6306.683,6025.256,2.65,95.94,2.65,295,43,0.8542,9.3,6,-30.0,0.7382,0.8012,0.7455,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25282.069,ve_veremi_type1_2071,Normal,normal,6306.245,6029.191,5.003,96.33,2.353,305,44,0.8557,3.1,6,-30.54,0.733,0.8009,0.7382,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25283.069,ve_veremi_type1_2071,Normal,normal,6305.524,6035.493,7.32,96.61,2.316,315,45,0.8571,7.3,6,-43.53,0.7359,0.8014,0.733,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25284.069,ve_veremi_type1_2071,Normal,normal,6304.278,6043.992,9.609,98.72,2.289,325,46,0.8585,4.3,6,-43.42,0.7379,0.8026,0.7359,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25285.069,ve_veremi_type1_2071,Normal,normal,6302.661,6054.629,11.815,98.38,2.207,335,47,0.8597,9.9,7,-43.73,0.7392,0.8032,0.7379,0,0,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25253.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,13.886,341.15,0.0,1,1,0.0,4.4,2,-56.86,1.0,0.7604,1.0,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,13.952,341.27,0.066,11,2,0.8182,12.8,5,-50.4,0.9264,0.7605,1.0,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,13.952,341.27,0.0,12,3,0.75,12.8,4,-55.94,0.881,0.7605,0.9264,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25254.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,13.952,341.27,0.0,13,4,0.6923,12.8,4,-53.7,0.8544,0.7605,0.881,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,13.981,341.27,0.029,23,5,0.7826,13.6,6,-54.82,0.8276,0.7605,0.8544,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25255.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,13.981,341.27,0.0,24,6,0.75,13.6,6,-54.27,0.8118,0.7605,0.8276,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25256.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.028,341.27,0.046,34,7,0.7941,6.7,7,-52.15,0.7968,0.7605,0.8118,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25256.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.028,341.27,0.0,35,8,0.7714,6.7,7,-53.64,0.7883,0.7605,0.7968,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25259.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.129,341.27,0.034,65,9,0.8615,10.6,6,-56.58,0.7743,0.7605,0.7883,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25260.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.137,339.65,0.008,75,10,0.8667,15.4,5,-48.5,0.764,0.7605,0.7743,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25261.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.315,341.0,0.178,85,11,0.8706,7.1,7,-43.08,0.7565,0.7605,0.764,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25261.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.315,341.0,0.0,86,12,0.8605,7.1,7,-52.46,0.7521,0.7605,0.7565,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25261.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,14.315,341.0,0.0,87,13,0.8506,7.1,7,-55.75,0.7499,0.7605,0.7521,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25263.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,12.428,345.28,-0.944,107,14,0.8692,5.6,6,-46.4,0.7467,0.7605,0.7499,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25265.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,8.049,345.28,-2.19,127,15,0.8819,1.9,6,-44.41,0.7433,0.7605,0.7467,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25267.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,6.167,345.28,-0.941,147,16,0.8912,13.3,5,-33.82,0.7334,0.7605,0.7433,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25268.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,5.046,345.28,-1.121,157,17,0.8917,9.9,6,-34.1,0.7264,0.7605,0.7334,1,1,0,0,0
VeReMi,LuST_urban_high,veremi_type1,25269.522,ve_veremi_type1_2047,Type 1 (Constant Position),false_data_injection,5560.0,5820.0,4.317,345.28,-0.728,167,18,0.8922,7.1,5,-40.27,0.7282,0.7605,0.7264,1,1,0,0,0
